numXbins 34
numYbins 34
xbin  ybin  z
25  18  3.34186966378412741e-03
25  19  3.62081370254419390e-03
25  20  5.47326075188633680e-03
25  21  2.08127413248322462e-03
25  22  2.01302147239025174e-03
25  23  1.35097575281633662e-02
25  24  1.57743414852036436e-03
25  25  3.80251058967580151e-03
25  26  -7.19415614049543229e-03
25  27  1.25780785093869744e-03
25  28  2.98297944595708221e-03
25  29  3.55508686530142367e-03
25  30  4.93213110575261345e-03
25  31  3.65371244683741509e-03
25  32  1.62216455427559932e-03
25  33  2.90105578770435838e-03
26  0  8.05488202374093042e-03
26  1  1.63178829245499701e-02
26  2  1.10983622448153126e-02
26  3  3.77310686263716702e-03
26  4  5.81659744422241814e-03
26  5  1.82141665431485543e-02
26  6  9.99586022465776686e-03
26  7  8.64916503961982858e-03
26  8  1.27827879500738411e-02
26  9  1.17123003286928960e-02
26  10  1.30503224253647587e-02
26  11  8.11016572383351127e-03
26  12  -1.84023533539476661e-02
26  13  2.25945311029709635e-03
26  14  -1.59511287889073372e-02
26  15  5.64027487938987965e-02
26  16  8.78065996308612616e-03
26  17  1.75724405814708315e-02
26  18  1.72868484706998303e-02
26  19  1.91849310425032150e-02
26  20  2.69973540927761959e-03
26  21  1.59604914765645971e-02
26  22  1.23883707225537765e-02
26  23  -4.90168199245092640e-02
26  24  1.92495538003906522e-02
26  25  -7.19415614049542969e-03
26  26  3.53608543024140909e-01
26  27  6.46397070177902929e-03
26  28  1.87668586926609364e-02
26  29  1.14709760255290016e-02
26  30  1.26555810476848656e-02
26  31  1.33732325232289850e-02
26  32  1.67300739857508887e-02
26  33  1.05075022030613318e-02
27  0  2.70243027500854894e-03
27  1  1.91489395492482539e-03
27  2  2.10026642694560164e-03
27  3  4.80651635341078592e-04
27  4  1.09682226248871469e-03
27  5  2.91303856284358788e-03
27  6  2.22418073470083627e-03
27  7  2.05771879256998018e-03
27  8  2.51396341873284801e-03
27  9  2.17894342740768783e-03
27  10  2.45513517738517534e-03
27  11  1.79718540369398121e-03
27  12  3.87040466866116510e-03
27  13  3.50950728784228628e-03
27  14  6.66001402932901027e-03
27  15  6.70661948139819521e-03
27  16  2.08703943525634849e-03
27  17  3.50107738152091686e-03
27  18  2.30621259349631045e-03
27  19  2.34510155258268365e-03
27  20  4.30617990491377091e-03
27  21  2.42171215761227514e-03
27  22  3.57074500898652784e-03
27  23  1.46085283010625906e-02
27  24  -1.99189758363931419e-04
27  25  1.25780785093869679e-03
27  26  6.46397070177903189e-03
27  27  3.27950819270621165e-03
27  28  4.81940254960551429e-03
27  29  4.02936720752224142e-03
27  30  3.31744540209352994e-03
27  31  2.40307250765794261e-03
27  32  2.21252122762171819e-03
27  33  3.65292129290026042e-03
28  0  5.46417783272621325e-03
28  1  4.64877527713459821e-03
28  2  4.89123683441087479e-03
28  3  2.17417617063605639e-03
28  4  2.46196568181281539e-03
28  5  6.30520737203281532e-03
28  6  4.34609349212720496e-03
28  7  4.92120422024527795e-03
28  8  5.18319741602113384e-03
28  9  4.93275341372709664e-03
28  10  4.78180679952569954e-03
28  11  4.82797285257012977e-03
28  12  6.98157641929105562e-03
28  13  8.26737588538429408e-03
28  14  1.17694515947431230e-02
28  15  1.68389700504252872e-02
28  16  4.20440526114944455e-03
28  17  7.16205591279121465e-03
28  18  5.89846431418172487e-03
28  19  7.11822229129545434e-03
28  20  1.05172716012997356e-02
28  21  6.09976425408048899e-03
28  22  7.41658201374501870e-03
28  23  2.77535983706712307e-02
28  24  1.24046359451643285e-03
28  25  2.98297944595708221e-03
28  26  1.87668586926609364e-02
28  27  4.81940254960551515e-03
28  28  1.10056250445975251e-02
28  29  9.65802604253405972e-03
28  30  9.70487603178257600e-03
28  31  7.97081931497804937e-03
28  32  7.02487692887569185e-03
28  33  7.74159502016631695e-03
29  0  4.62869938931979516e-03
29  1  3.72813949391405559e-03
29  2  4.21344778807366833e-03
29  3  2.20305132147768836e-03
29  4  2.61378118517327854e-03
29  5  5.46953007488801268e-03
29  6  4.07436208627915027e-03
29  7  4.51112474791814586e-03
29  8  4.88188331755339076e-03
29  9  4.40847641304106894e-03
29  10  3.93158964431052516e-03
29  11  4.70918027042590160e-03
29  12  8.42295765208170635e-03
29  13  9.00936629695809135e-03
29  14  1.30699249950060672e-02
29  15  1.45409280092420306e-02
29  16  4.07275533327206875e-03
29  17  6.32937078375318124e-03
29  18  5.65452322309272469e-03
29  19  7.20022498250614488e-03
29  20  1.12095663052522027e-02
29  21  5.69906096471222302e-03
29  22  6.54690216142474277e-03
29  23  2.88075089125565502e-02
29  24  9.27415824639421971e-04
29  25  3.55508686530142367e-03
29  26  1.14709760255289981e-02
29  27  4.02936720752223969e-03
29  28  9.65802604253406145e-03
29  29  1.12787552943372383e-02
29  30  8.92948771152160883e-03
29  31  9.14018197412069452e-03
29  32  4.94649244162526699e-03
29  33  7.08943421843429098e-03
30  0  5.67086585391353946e-03
30  1  5.20477212440422898e-03
30  2  5.86023218424231492e-03
30  3  3.81573893660932259e-03
30  4  2.96235452065634567e-03
30  5  5.95607664332134783e-03
30  6  4.22302854456588130e-03
30  7  5.86851669393143125e-03
30  8  5.78210782171854464e-03
30  9  5.73129782317500537e-03
30  10  4.32493460635498869e-03
30  11  5.58710802773301936e-03
30  12  7.52737823637693749e-03
30  13  9.74708038871824507e-03
30  14  1.23275769680234910e-02
30  15  1.96088276632505054e-02
30  16  4.53099741063076912e-03
30  17  6.27232968334553824e-03
30  18  7.22945944674548667e-03
30  19  1.07136405372592579e-02
30  20  1.32029433577546158e-02
30  21  7.64447991470907761e-03
30  22  7.07800424261836262e-03
30  23  2.65587988397344536e-02
30  24  3.90721742116228229e-03
30  25  4.93213110575261432e-03
30  26  1.26555810476848603e-02
30  27  3.31744540209352994e-03
30  28  9.70487603178257427e-03
30  29  8.92948771152160189e-03
30  30  1.58190259818421740e-02
30  31  1.10756303133262551e-02
30  32  6.81059320785617085e-03
30  33  7.27588141613222730e-03
31  0  4.11183990187855182e-03
31  1  3.87471872418399714e-03
31  2  4.37328556998277298e-03
31  3  2.93761855366444060e-03
31  4  2.38159020720587512e-03
31  5  4.75755832922382729e-03
31  6  3.38156605588836937e-03
31  7  4.50060953100664667e-03
31  8  4.47894384154182146e-03
31  9  4.43307341382590675e-03
31  10  3.31919621008121626e-03
31  11  4.64092652519429959e-03
31  12  5.97652599176749615e-03
31  13  8.17056339417332814e-03
31  14  9.65925543490981850e-03
31  15  1.58687068689706313e-02
31  16  3.22570662705531832e-03
31  17  5.07591204555554818e-03
31  18  5.85921449655377787e-03
31  19  8.38151493924499912e-03
31  20  1.06485830818991659e-02
31  21  5.99026675529386148e-03
31  22  5.66802000229222735e-03
31  23  2.12199852726161348e-02
31  24  2.72142830818413286e-03
31  25  3.65371244683741509e-03
31  26  1.33732325232289850e-02
31  27  2.40307250765794175e-03
31  28  7.97081931497804590e-03
31  29  9.14018197412069106e-03
31  30  1.10756303133262551e-02
31  31  9.98804734148391223e-03
31  32  5.28852265325993956e-03
31  33  5.26737540275843893e-03
32  0  3.41322231925251292e-03
32  1  4.35167059769179642e-03
32  2  3.24938438854784984e-03
32  3  2.15161753337712435e-03
32  4  1.51085536754470579e-03
32  5  3.95921129813407279e-03
32  6  2.42668711580291919e-03
32  7  3.37712366674072133e-03
32  8  3.03817533998800536e-03
32  9  3.46969731032880421e-03
32  10  3.05101813562286099e-03
32  11  3.54328726194560453e-03
32  12  2.65399331808625514e-03
32  13  5.24249741557515896e-03
32  14  4.91981611811993184e-03
32  15  1.33741983056285749e-02
32  16  2.07291460031200792e-03
32  17  4.40492253121346766e-03
32  18  4.72759341224773203e-03
32  19  5.15084094608977625e-03
32  20  6.26820356138864648e-03
32  21  4.36137102606020885e-03
32  22  4.93739338227061793e-03
32  23  1.33877853547422262e-02
32  24  1.54797481009534554e-03
32  25  1.62216455427559910e-03
32  26  1.67300739857508818e-02
32  27  2.21252122762171863e-03
32  28  7.02487692887569012e-03
32  29  4.94649244162526872e-03
32  30  6.81059320785617518e-03
32  31  5.28852265325993783e-03
32  32  6.65477372680592198e-03
32  33  3.82155915404642143e-03
33  0  4.85496803881462023e-03
33  1  3.78019874845166243e-03
33  2  3.71683590500843878e-03
33  3  1.35409294077255978e-03
33  4  2.05281498493182146e-03
33  5  4.30351268306024444e-03
33  6  3.61710021173757392e-03
33  7  3.65387558731660508e-03
33  8  4.47069236637949712e-03
33  9  3.68235295113236629e-03
33  10  3.47330526815096442e-03
33  11  3.22661700601436282e-03
33  12  7.46957788054109558e-03
33  13  6.39890843301908936e-03
33  14  1.16485734964913157e-02
33  15  9.76200304375945266e-03
33  16  5.22276264533170446e-03
33  17  6.35301164979185790e-03
33  18  4.94380910574114020e-03
33  19  5.27380260350965215e-03
33  20  7.93791502910448296e-03
33  21  4.26681172415046932e-03
33  22  5.13005131986163810e-03
33  23  2.49901650762662103e-02
33  24  5.25254182318773423e-04
33  25  2.90105578770435838e-03
33  26  1.05075022030613266e-02
33  27  3.65292129290026128e-03
33  28  7.74159502016631348e-03
33  29  7.08943421843429098e-03
33  30  7.27588141613222904e-03
33  31  5.26737540275844067e-03
33  32  3.82155915404641926e-03
33  33  7.98489530471946894e-03
